1,1,54.95,61.52,119.2,58.57999999999999,1,1,1.0
1,2,314.0,0.0,396.20000000000005,122.97,1,1,1.0
1,3,95.64,0.0,224.83000000000004,61.6,1,1,1.0
2,1,38.43,58.65,115.59,57.169999999999995,1,1,1.0
2,2,313.55,0.01,395.93,122.11999999999999,1,1,1.0
2,3,95.44,0.01,224.31,61.85,1,1,1.0
3,1,21.92,55.79,111.96999999999998,55.75000000000001,1,1,1.0
3,2,313.1,0.02,395.66999999999996,121.27000000000001,1,1,1.0
3,3,95.25,0.02,223.79000000000002,62.099999999999994,1,1,1.0
4,1,5.4,52.93,108.36,54.330000000000005,1,1,1.0
4,2,312.65,0.04,395.4,120.39999999999999,1,1,1.0
4,3,95.05,0.04,223.27999999999997,62.34,1,1,1.0
5,1,0.3,50.06,93.33,52.92,1,1,1.0
5,2,312.2,0.05,395.14000000000004,119.55,1,1,1.0
5,3,94.86,0.05,222.75,62.580000000000005,1,1,1.0
6,1,0.0,47.2,73.5,51.5,1,1,1.0
6,2,311.75,0.06,394.87,118.7,1,1,1.0
6,3,94.66,0.06,222.23999999999998,62.83,1,1,1.0
7,1,0.0,44.57,58.5,50.800000000000004,1,1,1.0
7,2,311.3,0.07,394.60999999999996,117.84,1,1,1.0
7,3,94.47,0.07,221.72,63.08,1,1,1.0
8,1,0.0,41.93,43.5,50.11000000000001,1,1,1.0
8,2,310.85,0.09,394.34000000000003,116.97999999999999,1,1,1.0
8,3,94.27,0.09,221.20000000000005,63.31999999999999,1,1,1.0
9,1,0.0,39.3,28.5,49.41,1,1,1.0
9,2,310.4,0.1,394.07000000000005,116.12,1,1,1.0
9,3,94.08,0.1,220.68,63.57,1,1,1.0
10,1,0.0,39.3,15.7,49.41,1,1,1.0
10,2,309.95,0.11,393.81,115.27,1,1,1.0
10,3,93.88,0.11,220.16000000000003,63.82,1,1,1.0
11,2,309.5,0.12,393.53999999999996,114.42,1,1,1.0
11,3,93.69,0.12,219.64,64.07,1,1,1.0
12,4,820.81,167.87,139.19000000000005,90.73000000000002,1,1,1.0
12,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
12,3,93.49,0.14,219.13,64.3,1,1,1.0
13,4,779.41,163.59,180.59000000000003,100.71000000000001,1,1,1.0
13,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
13,3,93.49,0.14,219.13,64.3,1,1,1.0
14,4,741.47,155.02,218.52999999999997,107.87999999999997,1,1,1.0
14,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
14,3,93.49,0.14,219.13,64.3,1,1,1.0
15,4,703.52,146.46,256.48,115.03999999999999,1,1,1.0
15,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
15,3,93.49,0.14,219.13,64.3,1,1,1.0
16,4,665.57,137.89,252.51,113.44000000000003,1,1,1.0
16,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
16,3,93.49,0.14,219.13,64.3,1,1,1.0
17,4,627.62,129.33,248.52999999999997,111.82,1,1,1.0
17,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
17,3,93.49,0.14,219.13,64.3,1,1,1.0
18,4,589.67,120.76,244.56000000000006,110.21999999999998,1,1,1.0
18,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
18,3,93.49,0.14,219.13,64.3,1,1,1.0
19,5,0.0,173.6,117.05,120.00000000000003,1,1,1.0
19,4,551.73,112.2,240.56999999999994,108.60000000000001,1,1,1.0
19,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
19,3,93.49,0.14,219.13,64.3,1,1,1.0
20,5,0.0,181.4,146.56,128.02,1,1,1.0
20,4,522.7,107.67,232.8499999999999,105.27999999999999,1,1,1.0
20,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
20,3,93.49,0.14,219.13,64.3,1,1,1.0
21,5,0.1,189.75,175.97,131.95999999999998,1,1,1.0
21,4,493.67,103.15,225.12999999999994,101.94999999999999,1,1,1.0
21,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
21,3,93.49,0.14,219.13,64.3,1,1,1.0
22,5,0.2,198.1,205.37,135.9,1,1,1.0
22,4,464.65,98.63,217.39999999999998,98.62,1,1,1.0
22,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
22,3,93.49,0.14,219.13,64.3,1,1,1.0
23,5,19.87,207.07,215.21,145.10000000000002,1,1,1.0
23,4,435.62,94.11,209.67999999999995,95.29,1,1,1.0
23,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
23,3,93.49,0.14,219.13,64.3,1,1,1.0
24,5,39.53,216.03,225.05999999999997,154.29999999999998,1,1,1.0
24,4,406.6,89.59,201.94999999999993,91.96000000000001,1,1,1.0
24,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
24,3,93.49,0.14,219.13,64.3,1,1,1.0
25,5,59.2,225.0,234.90000000000003,163.5,1,1,1.0
25,4,377.57,85.07,194.22999999999996,88.63,1,1,1.0
25,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
25,3,93.49,0.14,219.13,64.3,1,1,1.0
26,5,90.03,236.13,256.03,178.63,1,1,1.0
26,4,355.87,80.79,188.23000000000002,88.62999999999998,1,1,1.0
26,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
26,3,93.49,0.14,219.13,64.3,1,1,1.0
27,5,120.87,247.27,277.15,193.74999999999997,1,1,1.0
27,4,334.17,76.51,182.22999999999996,88.61999999999999,1,1,1.0
27,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
27,3,93.49,0.14,219.13,64.3,1,1,1.0
28,5,151.7,258.4,298.28000000000003,208.88,1,1,1.0
28,4,312.47,72.23,176.22999999999996,88.61999999999999,1,1,1.0
28,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
28,3,93.49,0.14,219.13,64.3,1,1,1.0
29,5,182.54,269.54,319.4,224.0,1,1,1.0
29,4,290.78,67.94,170.22000000000003,88.63,1,1,1.0
29,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
29,3,93.49,0.14,219.13,64.3,1,1,1.0
30,5,213.37,280.67,340.53,239.12999999999994,1,1,1.0
30,4,269.08,63.66,164.22000000000003,88.63,1,1,1.0
30,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
30,3,93.49,0.14,219.13,64.3,1,1,1.0
31,5,258.58,303.05,366.7,223.47999999999996,1,1,1.0
31,4,251.23,61.77,158.50000000000003,82.88999999999999,1,1,1.0
31,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
31,3,93.49,0.14,219.13,64.3,1,1,1.0
31,6,816.6,155.3,143.39999999999998,94.32,1,1,1.0
32,5,303.79,325.42,392.85999999999996,207.84999999999997,1,1,1.0
32,4,233.39,59.89,152.78000000000003,77.14,1,1,1.0
32,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
32,3,93.49,0.14,219.13,64.3,1,1,1.0
32,6,771.21,140.93,188.78999999999996,112.59,1,1,1.0
33,5,349.0,347.8,419.03,192.2,1,1,1.0
33,4,215.55,58.0,147.05,71.4,1,1,1.0
33,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
33,3,93.49,0.14,219.13,64.3,1,1,1.0
33,6,730.88,130.04,229.11,121.41,1,1,1.0
34,5,419.65,373.85,396.37,166.14999999999998,1,1,1.0
34,4,200.2,55.68,142.78000000000003,71.4,1,1,1.0
34,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
34,3,93.49,0.14,219.13,64.3,1,1,1.0
34,6,692.51,122.9,246.78999999999996,116.59,1,1,1.0
35,5,490.3,399.9,373.71,140.10000000000002,1,1,1.0
35,4,184.85,53.36,138.50000000000003,71.4,1,1,1.0
35,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
35,3,93.49,0.14,219.13,64.3,1,1,1.0
35,6,654.15,115.77,238.75,111.77,1,1,1.0
36,5,560.95,425.95,351.05999999999995,114.05000000000001,1,1,1.0
36,4,169.51,51.04,134.22000000000003,71.4,1,1,1.0
36,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
36,3,93.49,0.14,219.13,64.3,1,1,1.0
36,6,615.79,108.63,230.71000000000004,106.95000000000002,1,1,1.0
37,5,631.6,452.0,328.4,88.0,1,1,1.0
37,4,154.16,48.72,129.94000000000003,71.4,1,1,1.0
37,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
37,3,93.49,0.14,219.13,64.3,1,1,1.0
37,6,577.42,101.5,222.68000000000006,102.13,1,1,1.0
38,5,740.1,484.8,219.89999999999998,55.19999999999999,1,1,1.0
38,4,139.89,48.01,126.71000000000004,71.4,1,1,1.0
38,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
38,3,93.49,0.14,219.13,64.3,1,1,1.0
38,6,545.3,94.72,214.85000000000002,98.89000000000001,1,1,1.0
39,5,848.6,517.6,111.39999999999998,22.399999999999977,1,1,1.0
39,4,125.61,47.29,123.49,71.4,1,1,1.0
39,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
39,3,93.49,0.14,219.13,64.3,1,1,1.0
39,6,513.18,87.94,207.0200000000001,95.66,1,1,1.0
40,5,957.1,535.5,2.8999999999999773,4.5,1,1,1.0
40,4,115.62,45.87,117.78,55.03000000000001,1,1,1.0
40,2,309.05,0.14,393.28000000000003,113.55,1,1,1.0
